0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.874300000000000077e+00,9.403200000000000003e+00,-2.937699999999999978e+00,-3.661500000000000199e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,1.562600000000000082e-06,-4.860799999999999692e-07,1.500099999999999989e+00,4.683099999999999936e-04,-1.454700000000000014e-04,1.856000000000000011e-02,9.347400000000000153e-02,-2.895199999999999857e-02,1.837599999999999900e+00,9.290699999999999292e+00,-2.852599999999999802e+00,-3.685599999999999987e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,1.246300000000000078e-05,-3.860300000000000123e-06,1.500399999999999956e+00,1.865600000000000027e-03,-5.762000000000000195e-04,3.675099999999999895e-02,1.857999999999999929e-01,-5.705099999999999755e-02,1.800599999999999978e+00,9.173500000000000654e+00,-2.767100000000000115e+00,-3.708000000000000185e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-02,4.193299999999999984e-05,-1.293199999999999917e-05,1.500799999999999912e+00,4.180299999999999641e-03,-1.283599999999999975e-03,5.457100000000000145e-02,2.769300000000000095e-01,-8.429200000000000581e-02,1.763400000000000079e+00,9.051600000000000534e+00,-2.681000000000000050e+00,-3.728800000000000114e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,9.908600000000000643e-05,-3.042699999999999854e-05,1.501500000000000057e+00,7.400099999999999734e-03,-2.259199999999999837e-03,7.201899999999999968e-02,3.668199999999999794e-01,-1.106700000000000045e-01,1.725999999999999979e+00,8.925300000000000011e+00,-2.594599999999999795e+00,-3.748000000000000220e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.929099999999999945e-04,-5.898100000000000331e-05,1.502299999999999969e+00,1.151199999999999966e-02,-3.494099999999999984e-03,8.909100000000000352e-02,4.554199999999999915e-01,-1.361799999999999955e-01,1.688499999999999890e+00,8.794600000000000861e+00,-2.507699999999999818e+00,-3.765600000000000058e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,3.322600000000000206e-04,-1.011500000000000056e-04,1.503200000000000092e+00,1.650400000000000131e-02,-4.979899999999999778e-03,1.057899999999999952e-01,5.426900000000000057e-01,-1.608199999999999907e-01,1.650700000000000056e+00,8.659599999999999298e+00,-2.420500000000000096e+00,-3.781699999999999839e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-02,5.258800000000000540e-04,-1.593900000000000037e-04,1.504399999999999959e+00,2.236199999999999993e-02,-6.707699999999999600e-03,1.221099999999999963e-01,6.286000000000000476e-01,-1.845900000000000041e-01,1.612800000000000011e+00,8.520400000000000418e+00,-2.333000000000000185e+00,-3.796199999999999797e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,7.823399999999999669e-04,-2.360800000000000030e-04,1.505700000000000038e+00,2.907099999999999962e-02,-8.668800000000000811e-03,1.380399999999999960e-01,7.130900000000000016e-01,-2.074799999999999978e-01,1.574799999999999978e+00,8.377100000000000435e+00,-2.245099999999999874e+00,-3.809200000000000141e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.999999999999999667e-02,1.110099999999999932e-03,-3.335100000000000239e-04,1.507100000000000106e+00,3.661899999999999877e-02,-1.085400000000000080e-02,1.535999999999999865e-01,7.961300000000000043e-01,-2.294899999999999995e-01,1.536699999999999955e+00,8.229799999999999116e+00,-2.157000000000000028e+00,-3.820699999999999985e+00,0.000000000000000000e+00,0.000000000000000000e+00
